entry_date,near_expiry,far_expiry,secondary_spot_open,primary_spot_open,spot_abs_diff,primary_reason,primary_strike,secondary_strike,secondary_status,comparison_status,strike_mode,secondary_missing_entry,secondary_missing_exit,secondary_max_abs_price_diff,secondary_pnl_inr
2025-04-25,2025-04-30,2025-05-22,24289.0,24289.0,0.0,VALID,,24300.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,-5088.750000000002
2025-05-02,2025-05-08,2025-05-29,24311.900390625,24311.900390625,0.0,VALID,,24300.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,-14358.75
2025-05-09,2025-05-15,2025-06-05,23935.75,23935.75,0.0,VALID,,23950.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,-49241.25
2025-05-16,2025-05-22,2025-06-12,25064.650390625,25064.650390625,0.0,VALID,,25050.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,34335.0
2025-05-23,2025-05-29,2025-06-19,24639.5,24639.5,0.0,VALID,,24650.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,11460.0
2025-05-30,2025-06-05,2025-06-26,24812.599609375,24812.599609375,0.0,VALID,,24800.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,3161.250000000002
2025-06-06,2025-06-12,2025-07-03,24748.69921875,24748.69921875,0.0,VALID,,24750.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,-1743.7500000000036
2025-06-13,2025-06-19,2025-07-10,24473.0,24473.0,0.0,VALID,,24450.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,47411.25
2025-06-20,2025-06-26,2025-07-17,24787.650390625,24787.650390625,0.0,VALID,,24800.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,-7008.75
2025-06-27,2025-07-03,2025-07-24,25576.650390625,25576.650390625,0.0,VALID,,25600.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,-228.74999999999818
2025-07-04,2025-07-10,2025-07-31,25428.849609375,25428.849609375,0.0,VALID,,25450.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,716.2499999999991
2025-07-11,2025-07-17,2025-08-07,25255.5,25255.5,0.0,VALID,,25250.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,3247.499999999999
2025-07-18,2025-07-24,2025-08-14,25108.55078125,25108.55078125,0.0,VALID,,25100.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,3213.749999999998
2025-07-25,2025-07-31,2025-08-21,25010.349609375,25010.349609375,0.0,VALID,,25000.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,4109.999999999999
2025-08-01,2025-08-07,2025-08-28,24734.900390625,24734.900390625,0.0,VALID,,24750.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,2812.5000000000027
2025-08-08,2025-08-14,2025-09-02,24544.25,24544.25,0.0,VALID,,24550.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,8628.749999999996
2025-08-18,2025-08-21,2025-09-09,24938.19921875,24938.19921875,0.0,VALID,,24950.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,-4293.75
2025-08-22,2025-08-28,2025-09-16,25064.150390625,25064.150390625,0.0,VALID,,25050.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,9862.5
2025-08-29,2025-09-02,2025-09-23,24466.69921875,24466.69921875,0.0,VALID,,24450.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,-1874.9999999999995
2025-09-03,2025-09-09,2025-09-30,24616.5,24616.5,0.0,VALID,,24600.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,401.25000000000364
2025-09-10,2025-09-16,2025-10-07,24991.0,24991.0,0.0,VALID,,25000.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,3075.0000000000036
2025-09-17,2025-09-23,2025-10-14,25276.599609375,25276.599609375,0.0,VALID,,25300.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,4177.499999999999
2025-09-24,2025-09-30,2025-10-21,25108.75,25108.75,0.0,VALID,,,SECONDARY_CONFIRMS_NO_COMMON_STRIKE,PRIMARY_VALID_SECONDARY_NONEXECUTABLE,NO_COMMON_STRIKE,,,,
2025-10-01,2025-10-07,2025-10-28,24620.55078125,24620.55078125,0.0,VALID,,24600.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,3566.2500000000036
2025-10-08,2025-10-14,2025-11-04,25079.75,25079.75,0.0,VALID,,25100.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,292.49999999999955
2025-10-15,2025-10-21,2025-11-11,25181.94921875,25181.94921875,0.0,VALID,,,SECONDARY_CONFIRMS_NO_COMMON_STRIKE,PRIMARY_VALID_SECONDARY_NONEXECUTABLE,NO_COMMON_STRIKE,,,,
2025-10-23,2025-10-28,2025-11-18,26057.19921875,26057.19921875,0.0,VALID,,26050.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,2816.2500000000005
2025-10-29,2025-11-04,2025-11-25,25982.0,25982.0,0.0,VALID,,26000.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,1402.5
2025-11-06,2025-11-11,2025-12-02,25593.349609375,25593.349609375,0.0,VALID,,25600.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,506.2499999999982
2025-11-12,2025-11-18,2025-12-09,25834.30078125,25834.30078125,0.0,VALID,,25850.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,29838.75
2025-11-19,2025-11-25,2025-12-16,25918.099609375,25918.099609375,0.0,VALID,,25900.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,1391.249999999999
2025-11-26,2025-12-02,2025-12-23,25842.94921875,25842.94921875,0.0,VALID,,25850.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,-4290.000000000001
2025-12-03,2025-12-09,2025-12-30,26004.900390625,26004.900390625,0.0,VALID,,26000.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,1968.750000000001
2025-12-10,2025-12-16,2026-01-06,25864.05078125,25864.05078125,0.0,VALID,,25850.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,-15490.5
2025-12-17,2025-12-23,2026-01-13,25902.400390625,25902.400390625,0.0,VALID,,25900.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,-730.7500000000036
2025-12-24,2025-12-30,2026-01-20,26170.650390625,26170.650390625,0.0,VALID,,26150.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,3553.749999999999
2025-12-31,2026-01-06,2026-01-27,25971.05078125,25971.05078125,0.0,VALID,,25950.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,432.25
2026-01-07,2026-01-13,2026-02-03,26143.099609375,26143.099609375,0.0,VALID,,26150.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,-2437.499999999998
2026-01-14,2026-01-20,2026-02-10,25648.55078125,25648.55078125,0.0,VALID,,25650.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,5333.25
2026-01-21,2026-01-27,2026-02-17,25141.0,25141.0,0.0,VALID,,25150.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,10728.249999999998
2026-01-28,2026-02-03,2026-02-24,25258.849609375,25258.849609375,0.0,VALID,,25250.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,-1930.4999999999982
2026-02-04,2026-02-10,2026-03-02,25675.05078125,25675.05078125,0.0,VALID,,25700.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,910.0
2026-02-11,2026-02-17,2026-03-10,25997.44921875,25997.44921875,0.0,VALID,,26000.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,-1455.9999999999973
2026-02-18,2026-02-24,2026-03-17,25752.650390625,25752.650390625,0.0,VALID,,25750.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,-997.7500000000018
2026-02-25,2026-03-02,2026-03-24,25512.599609375,25512.599609375,0.0,VALID,,25500.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,-3471.0
2026-03-04,2026-03-10,2026-03-30,24388.80078125,24388.80078125,0.0,VALID,,24400.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,10559.250000000002
2026-03-11,2026-03-17,2026-04-07,24231.849609375,24231.849609375,0.0,VALID,,24250.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,-12502.75
2026-03-18,2026-03-24,2026-04-13,23632.900390625,23632.900390625,0.0,VALID,,23650.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,-19106.750000000007
2026-03-25,2026-03-30,2026-04-21,23064.400390625,23064.400390625,0.0,VALID,,23050.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,88471.5
2026-04-01,2026-04-07,2026-04-28,22899.0,22899.0,0.0,VALID,,22900.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,338.0
2026-04-08,2026-04-13,2026-05-05,23855.150390625,23855.150390625,0.0,VALID,,23850.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,-12402.0
2026-04-15,2026-04-21,2026-05-12,24163.80078125,24163.80078125,0.0,VALID,,24150.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,-13237.250000000005
2026-04-22,2026-04-28,2026-05-19,24470.849609375,24470.849609375,0.0,VALID,,24450.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,-617.5000000000018
2026-04-29,2026-05-05,2026-05-26,24096.900390625,24096.900390625,0.0,VALID,,24100.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,744.2500000000018
2026-05-06,2026-05-12,2026-06-02,24171.0,24171.0,0.0,VALID,,24150.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,4306.250000000004
2026-05-13,2026-05-19,2026-06-09,23362.44921875,23362.44921875,0.0,VALID,,23350.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,32396.0
2026-05-20,2026-05-26,2026-06-16,23457.25,23457.25,0.0,VALID,,23450.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,5157.749999999996
2026-05-27,2026-06-02,2026-06-23,23880.349609375,23880.349609375,0.0,VALID,,23900.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,5278.000000000001
2026-06-03,2026-06-09,2026-06-30,23415.94921875,23415.94921875,0.0,VALID,,23400.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,8514.999999999996
2026-06-10,2026-06-16,2026-07-07,23233.94921875,23233.94921875,0.0,VALID,,23250.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,-3548.9999999999964
2026-06-17,2026-06-23,2026-07-14,24044.5,24044.5,0.0,VALID,,24050.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,2128.75
2026-06-24,2026-06-30,2026-07-21,23795.80078125,23795.80078125,0.0,VALID,,23800.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,2317.249999999998
2026-07-01,2026-07-07,2026-07-28,23897.650390625,23897.650390625,0.0,VALID,,23900.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,-4039.75
2026-07-08,2026-07-14,2026-08-04,24259.55078125,24259.55078125,0.0,VALID,,24250.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,-6932.25
2026-07-15,2026-07-21,2026-08-11,24085.849609375,24085.849609375,0.0,VALID,,24100.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,-4969.25
2026-07-22,2026-07-28,2026-08-18,24150.44921875,24150.44921875,0.0,VALID,,24150.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,7715.500000000005
2026-07-29,2026-08-04,2026-08-25,24176.650390625,24176.650390625,0.0,VALID,,24200.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,-142.99999999999818
2026-08-05,2026-08-11,2026-09-01,24669.19921875,24669.19921875,0.0,VALID,,24650.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,7793.500000000002
2026-08-12,2026-08-18,2026-09-08,24472.44921875,24472.44921875,0.0,VALID,,24450.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,4150.25
2026-08-19,2026-08-25,2026-09-15,24152.05078125,24152.05078125,0.0,VALID,,24150.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,7757.749999999999
2026-08-26,2026-09-01,2026-09-22,24341.94921875,24341.94921875,0.0,VALID,,24350.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,,581.75
