filter,trades,coverage,gross_pnl_inr,mean_pnl_inr,win_rate,profit_factor,max_drawdown_inr,worst_trade_inr
baseline,84,1.0,83029.99999999999,988.4523809523807,0.6190476190476191,2.942335809111643,-8022.499999999999,-5363.75
initial_net_debit_le_80,53,0.6309523809523809,65019.99999999999,1226.7924528301885,0.7358490566037735,4.609464992019983,-4777.499999999996,-3472.500000000002
near_call_far_call_ge_0.45,36,0.42857142857142855,64447.5,1790.2083333333333,0.7777777777777778,7.2898621446870795,-2742.5000000000036,-3472.500000000002
near_put_far_put_le_0.55,62,0.7380952380952381,76127.5,1227.8629032258063,0.7258064516129032,5.042615333554595,-3562.5000000000055,-4977.5
combined_balance_filter,28,0.3333333333333333,63415.0,2264.8214285714284,0.8571428571428571,19.72029520295201,-1027.5000000000036,-1027.5000000000043
