kind,file,status,local_path,bytes
option,options/NIFTY/2026-03-30.parquet,DOWNLOADED,/home/runner/.cache/huggingface/hub/datasets--thetrademarkk--india-index-options-1m/snapshots/0f4800e43e6f96cec0794369d78eb4d3c4211ef5/options/NIFTY/2026-03-30.parquet,5961493
option,options/NIFTY/2026-04-07.parquet,DOWNLOADED,/home/runner/.cache/huggingface/hub/datasets--thetrademarkk--india-index-options-1m/snapshots/0f4800e43e6f96cec0794369d78eb4d3c4211ef5/options/NIFTY/2026-04-07.parquet,3019321
option,options/NIFTY/2026-04-13.parquet,DOWNLOADED,/home/runner/.cache/huggingface/hub/datasets--thetrademarkk--india-index-options-1m/snapshots/0f4800e43e6f96cec0794369d78eb4d3c4211ef5/options/NIFTY/2026-04-13.parquet,3318573
option,options/NIFTY/2026-04-21.parquet,DOWNLOADED,/home/runner/.cache/huggingface/hub/datasets--thetrademarkk--india-index-options-1m/snapshots/0f4800e43e6f96cec0794369d78eb4d3c4211ef5/options/NIFTY/2026-04-21.parquet,3122295
option,options/NIFTY/2026-04-28.parquet,DOWNLOADED,/home/runner/.cache/huggingface/hub/datasets--thetrademarkk--india-index-options-1m/snapshots/0f4800e43e6f96cec0794369d78eb4d3c4211ef5/options/NIFTY/2026-04-28.parquet,4248978
option,options/NIFTY/2026-05-05.parquet,DOWNLOADED,/home/runner/.cache/huggingface/hub/datasets--thetrademarkk--india-index-options-1m/snapshots/0f4800e43e6f96cec0794369d78eb4d3c4211ef5/options/NIFTY/2026-05-05.parquet,2951489
option,options/NIFTY/2026-05-12.parquet,DOWNLOADED,/home/runner/.cache/huggingface/hub/datasets--thetrademarkk--india-index-options-1m/snapshots/0f4800e43e6f96cec0794369d78eb4d3c4211ef5/options/NIFTY/2026-05-12.parquet,3395524
option,options/NIFTY/2026-05-19.parquet,DOWNLOADED,/home/runner/.cache/huggingface/hub/datasets--thetrademarkk--india-index-options-1m/snapshots/0f4800e43e6f96cec0794369d78eb4d3c4211ef5/options/NIFTY/2026-05-19.parquet,3733846
option,options/NIFTY/2026-05-26.parquet,DOWNLOADED,/home/runner/.cache/huggingface/hub/datasets--thetrademarkk--india-index-options-1m/snapshots/0f4800e43e6f96cec0794369d78eb4d3c4211ef5/options/NIFTY/2026-05-26.parquet,4157167
option,options/NIFTY/2026-06-02.parquet,DOWNLOADED,/home/runner/.cache/huggingface/hub/datasets--thetrademarkk--india-index-options-1m/snapshots/0f4800e43e6f96cec0794369d78eb4d3c4211ef5/options/NIFTY/2026-06-02.parquet,1793050
option,options/NIFTY/2026-06-09.parquet,DOWNLOADED,/home/runner/.cache/huggingface/hub/datasets--thetrademarkk--india-index-options-1m/snapshots/0f4800e43e6f96cec0794369d78eb4d3c4211ef5/options/NIFTY/2026-06-09.parquet,32305
option,options/NIFTY/2026-06-16.parquet,MISSING_FROM_SOURCE,,
option,options/NIFTY/2026-06-23.parquet,MISSING_FROM_SOURCE,,
option,options/NIFTY/2026-06-30.parquet,MISSING_FROM_SOURCE,,
option,options/NIFTY/2026-07-07.parquet,DOWNLOADED,/home/runner/.cache/huggingface/hub/datasets--thetrademarkk--india-index-options-1m/snapshots/0f4800e43e6f96cec0794369d78eb4d3c4211ef5/options/NIFTY/2026-07-07.parquet,4044035
option,options/NIFTY/2026-07-14.parquet,DOWNLOADED,/home/runner/.cache/huggingface/hub/datasets--thetrademarkk--india-index-options-1m/snapshots/0f4800e43e6f96cec0794369d78eb4d3c4211ef5/options/NIFTY/2026-07-14.parquet,1939985
option,options/NIFTY/2026-07-21.parquet,DOWNLOADED,/home/runner/.cache/huggingface/hub/datasets--thetrademarkk--india-index-options-1m/snapshots/0f4800e43e6f96cec0794369d78eb4d3c4211ef5/options/NIFTY/2026-07-21.parquet,539819
option,options/NIFTY/2026-07-28.parquet,DOWNLOADED,/home/runner/.cache/huggingface/hub/datasets--thetrademarkk--india-index-options-1m/snapshots/0f4800e43e6f96cec0794369d78eb4d3c4211ef5/options/NIFTY/2026-07-28.parquet,3990663
option,options/NIFTY/2026-08-04.parquet,DOWNLOADED,/home/runner/.cache/huggingface/hub/datasets--thetrademarkk--india-index-options-1m/snapshots/0f4800e43e6f96cec0794369d78eb4d3c4211ef5/options/NIFTY/2026-08-04.parquet,58248
option,options/NIFTY/2026-08-11.parquet,MISSING_FROM_SOURCE,,
option,options/NIFTY/2026-08-18.parquet,MISSING_FROM_SOURCE,,
option,options/NIFTY/2026-08-25.parquet,MISSING_FROM_SOURCE,,
option,options/NIFTY/2026-09-01.parquet,MISSING_FROM_SOURCE,,
option,options/NIFTY/2026-09-08.parquet,MISSING_FROM_SOURCE,,
option,options/NIFTY/2026-09-15.parquet,MISSING_FROM_SOURCE,,
option,options/NIFTY/2026-09-22.parquet,MISSING_FROM_SOURCE,,
index,index/NIFTY.parquet,DOWNLOADED,/home/runner/.cache/huggingface/hub/datasets--thetrademarkk--india-index-options-1m/snapshots/0f4800e43e6f96cec0794369d78eb4d3c4211ef5/index/NIFTY.parquet,8383208
