cycle_id,sample,previous_expiry,near_expiry,far_expiry,offset,offset_label,entry_date,status,status_detail,spot_open,strike,cbr,atm_distance_points,atm_distance_pct,pnl_inr,entry_near_pe,exit_near_pe,entry_near_ce,exit_near_ce,entry_far_ce,exit_far_ce,entry_far_pe,exit_far_pe,call_ratio,put_ratio,gate_pass,lot_near,lot_far,pnl_points
DEV_60,DEVELOPMENT,2023-03-29,2023-04-06,2023-04-27,3,D+3,2023-04-05,EXECUTABLE,GATE_FAIL,17422.30078125,17400.0,1.425637671680837,22.30078125,0.12800135602067123,-2440.0000000000005,63.0,0.15,69.5,199.5,259.5,330.45,165.0,91.9,3.7338129496402876,2.619047619047619,False,50.0,50.0,-48.80000000000001
DEV_60,DEVELOPMENT,2023-03-29,2023-04-06,2023-04-27,4,D+4,2023-04-06,EXECUTABLE,GATE_FAIL,17533.849609375,17550.0,1.3210738636363637,16.150390625,0.09210978184941604,-827.4999999999998,43.35,0.4,44.0,49.75,227.95,227.5,170.0,137.4,5.180681818181818,3.9215686274509802,False,50.0,50.0,-16.549999999999997
DEV_60,DEVELOPMENT,2023-03-29,2023-04-06,2023-04-27,5,D+5,2023-04-10,AFTER_NEAR_EXPIRY,,,,,,,,,,,,,,,,,,,,,
DEV_61,DEVELOPMENT,2023-04-06,2023-04-13,2023-05-04,-1,D-1,2023-04-05,EXECUTABLE,GATE_FAIL,17422.30078125,17400.0,1.3045722617641877,22.30078125,0.12800135602067123,-2214.9999999999955,100.0,0.1,135.2,426.2,319.95,528.2,181.4,43.05,2.3664940828402368,1.814,False,50.0,50.0,-44.2999999999999
DEV_61,DEVELOPMENT,2023-04-06,2023-04-13,2023-05-04,0,D0,2023-04-06,EXECUTABLE,GATE_FAIL,17533.849609375,17550.0,1.5406710726995427,16.150390625,0.09210978184941604,-440.0000000000018,114.95,0.15,98.35,276.35,261.0,412.8,198.0,65.8,2.653787493645145,1.7224880382775118,False,50.0,50.0,-8.800000000000011
DEV_61,DEVELOPMENT,2023-04-06,2023-04-13,2023-05-04,1,D+1,2023-04-10,EXECUTABLE,GATE_FAIL,17634.900390625,17650.0,2.261891068572849,15.099609375,0.08562344578383442,-3520.000000000001,120.0,0.2,74.45,173.2,254.0,309.4,181.0,88.25,3.411685695097381,1.5083333333333333,False,50.0,50.0,-70.4
DEV_61,DEVELOPMENT,2023-04-06,2023-04-13,2023-05-04,2,D+2,2023-04-11,EXECUTABLE,GATE_FAIL,17704.80078125,17700.0,1.6924919143560093,4.80078125,0.027115703301695403,1042.500000000001,76.0,0.2,51.35,122.55,225.45,297.55,197.15,101.4,4.3904576436222005,2.594078947368421,False,50.0,50.0,20.850000000000023
DEV_61,DEVELOPMENT,2023-04-06,2023-04-13,2023-05-04,3,D+3,2023-04-12,EXECUTABLE,GATE_FAIL,17759.55078125,17750.0,1.2827963176064443,9.55078125,0.05377828171241486,1069.9999999999984,49.0,0.25,52.8,72.0,218.4,267.15,158.0,117.4,4.136363636363637,3.2244897959183674,False,50.0,50.0,21.399999999999963
DEV_61,DEVELOPMENT,2023-04-06,2023-04-13,2023-05-04,4,D+4,2023-04-13,EXECUTABLE,GATE_FAIL,17807.30078125,17800.0,1.242735660110976,7.30078125,0.04099880908221237,519.9999999999998,37.85,1.55,44.65,23.1,235.0,231.1,160.3,131.25,5.2631578947368425,4.235138705416117,False,50.0,50.0,10.399999999999999
DEV_61,DEVELOPMENT,2023-04-06,2023-04-13,2023-05-04,5,D+5,2023-04-17,AFTER_NEAR_EXPIRY,,,,,,,,,,,,,,,,,,,,,
DEV_62,DEVELOPMENT,2023-04-13,2023-04-20,2023-05-11,-1,D-1,2023-04-12,EXECUTABLE,GATE_FAIL,17759.55078125,17800.0,1.773015111188679,40.44921875,0.22776037101515578,-1622.4999999999982,119.05,176.5,88.15,0.1,256.0,121.55,195.0,238.5,2.9041406693136698,1.6379672406551868,False,50.0,50.0,-32.44999999999999
DEV_62,DEVELOPMENT,2023-04-13,2023-04-20,2023-05-11,0,D0,2023-04-13,EXECUTABLE,GATE_PASS,17807.30078125,17800.0,1.1747529405725596,7.30078125,0.04099880908221237,-224.99999999999955,96.95,176.5,122.05,0.1,275.0,121.55,185.95,238.5,2.2531749283080704,1.9179989685404846,True,50.0,50.0,-4.5
DEV_62,DEVELOPMENT,2023-04-13,2023-04-20,2023-05-11,1,D+1,2023-04-17,EXECUTABLE,GATE_PASS,17863.0,17800.0,0.731273616359191,63.0,0.35268431954318985,3969.9999999999995,70.0,176.5,100.0,0.1,235.0,121.55,224.95,238.5,2.35,3.2135714285714285,True,50.0,50.0,79.39999999999999
DEV_62,DEVELOPMENT,2023-04-13,2023-04-20,2023-05-11,2,D+2,2023-04-18,EXECUTABLE,GATE_FAIL,17766.599609375,17800.0,2.331007938417128,33.400390625,0.18799540350633798,674.9999999999989,100.0,176.5,40.0,0.1,193.8,121.55,207.85,238.5,4.845000000000001,2.0785,False,50.0,50.0,13.499999999999986
DEV_62,DEVELOPMENT,2023-04-13,2023-04-20,2023-05-11,3,D+3,2023-04-19,EXECUTABLE,GATE_PASS,17653.349609375,17650.0,1.1606924485644579,3.349609375,0.018974355853810056,384.99999999999983,43.0,26.85,51.0,0.5,226.25,196.45,164.35,161.2,4.436274509803922,3.822093023255814,True,50.0,50.0,7.699999999999996
DEV_62,DEVELOPMENT,2023-04-13,2023-04-20,2023-05-11,4,D+4,2023-04-20,EXECUTABLE,GATE_FAIL,17638.599609375,17650.0,2.353557330781491,11.400390625,0.06463319581754459,-407.50000000000057,52.0,26.85,28.3,0.5,210.0,196.45,163.95,161.2,7.4204946996466425,3.152884615384615,False,50.0,50.0,-8.15000000000001
DEV_62,DEVELOPMENT,2023-04-13,2023-04-20,2023-05-11,5,D+5,2023-04-21,AFTER_NEAR_EXPIRY,,,,,,,,,,,,,,,,,,,,,
DEV_63,DEVELOPMENT,2023-04-20,2023-04-27,2023-05-18,-1,D-1,2023-04-19,EXECUTABLE,GATE_FAIL,17653.349609375,17700.0,1.2021217270143016,46.650390625,0.26425801141006017,952.4999999999991,110.05,0.15,109.55,206.5,240.05,344.45,200.6,79.1,2.1912368781378366,1.8228078146297138,False,50.0,50.0,19.049999999999983
DEV_63,DEVELOPMENT,2023-04-20,2023-04-27,2023-05-18,0,D0,2023-04-20,EXECUTABLE,GATE_PASS,17638.599609375,17600.0,1.0025993767576196,38.599609375,0.21883602003462976,-1047.5000000000018,74.95,0.1,147.5,307.75,308.0,425.2,156.1,59.15,2.088135593220339,2.0827218145430284,True,50.0,50.0,-20.950000000000045
DEV_63,DEVELOPMENT,2023-04-20,2023-04-27,2023-05-18,1,D+1,2023-04-21,EXECUTABLE,GATE_PASS,17639.75,17600.0,0.9698480727492516,39.75,0.22534332969571563,-142.5000000000009,65.0,0.1,110.3,307.75,271.55,425.2,165.0,59.15,2.461922030825023,2.5384615384615383,True,50.0,50.0,-2.850000000000051
DEV_63,DEVELOPMENT,2023-04-20,2023-04-27,2023-05-18,2,D+2,2023-04-24,EXECUTABLE,GATE_PASS,17707.55078125,17700.0,0.8495949277914758,7.55078125,0.0426415902643933,2330.0,60.0,0.15,85.0,206.5,221.1,344.45,183.7,79.1,2.601176470588235,3.0616666666666665,True,50.0,50.0,46.599999999999994
DEV_63,DEVELOPMENT,2023-04-20,2023-04-27,2023-05-18,3,D+3,2023-04-25,EXECUTABLE,GATE_PASS,17761.55078125,17750.0,0.9699367088607594,11.55078125,0.06503250415607625,1057.4999999999973,50.0,0.15,70.0,156.3,214.55,303.65,158.0,89.8,3.065,3.16,True,50.0,50.0,21.149999999999963
DEV_63,DEVELOPMENT,2023-04-20,2023-04-27,2023-05-18,4,D+4,2023-04-26,EXECUTABLE,GATE_PASS,17767.30078125,17750.0,0.9385728165821008,17.30078125,0.0973742802185106,1234.9999999999982,42.0,0.15,59.0,156.3,207.0,303.65,157.0,89.8,3.5084745762711864,3.738095238095238,True,50.0,50.0,24.699999999999974
DEV_63,DEVELOPMENT,2023-04-20,2023-04-27,2023-05-18,5,D+5,2023-04-27,EXECUTABLE,GATE_PASS,17813.099609375,17800.0,0.8109267734553776,13.099609375,0.07353919116977092,730.0,27.0,0.2,46.0,108.0,210.0,266.3,152.0,104.9,4.565217391304348,5.62962962962963,True,50.0,50.0,14.600000000000009
DEV_64,DEVELOPMENT,2023-04-27,2023-05-04,2023-05-25,-1,D-1,2023-04-26,EXECUTABLE,GATE_PASS,17767.30078125,17750.0,1.0024104204329485,17.30078125,0.0973742802185106,-537.4999999999982,86.5,0.1,126.9,504.55,275.0,577.7,187.0,36.4,2.1670606776989754,2.161849710982659,True,50.0,50.0,-10.749999999999915
DEV_64,DEVELOPMENT,2023-04-27,2023-05-04,2023-05-25,0,D0,2023-04-27,EXECUTABLE,GATE_PASS,17813.099609375,17800.0,0.9306465200967469,13.099609375,0.07353919116977092,-419.9999999999982,76.1,0.1,124.0,453.0,270.0,529.95,178.05,41.4,2.1774193548387095,2.339684625492773,True,50.0,50.0,-8.399999999999949
DEV_64,DEVELOPMENT,2023-04-27,2023-05-04,2023-05-25,1,D+1,2023-04-28,EXECUTABLE,GATE_FAIL,17950.400390625,17950.0,1.400550964187328,0.400390625,0.002230538685973339,-1582.4999999999982,93.0,0.1,99.0,303.65,246.0,410.2,165.0,63.3,2.484848484848485,1.7741935483870968,False,50.0,50.0,-31.649999999999963
DEV_64,DEVELOPMENT,2023-04-27,2023-05-04,2023-05-25,2,D+2,2023-05-02,EXECUTABLE,GATE_PASS,18124.80078125,18100.0,1.0371627746638918,24.80078125,0.1368334005395318,457.50000000000045,54.9,0.15,67.0,152.7,221.95,293.95,175.35,97.75,3.312686567164179,3.1939890710382515,True,50.0,50.0,9.150000000000006
DEV_64,DEVELOPMENT,2023-04-27,2023-05-04,2023-05-25,3,D+3,2023-05-03,EXECUTABLE,GATE_PASS,18113.80078125,18100.0,0.973768689000477,13.80078125,0.07618931783927699,-714.9999999999995,50.0,0.15,81.9,152.7,240.85,293.95,151.0,97.75,2.9407814407814405,3.02,True,50.0,50.0,-14.299999999999983
DEV_64,DEVELOPMENT,2023-04-27,2023-05-04,2023-05-25,4,D+4,2023-05-04,EXECUTABLE,GATE_FAIL,18081.0,18100.0,1.8652651696129956,19.0,0.10508268347989601,-355.00000000000045,55.0,0.15,35.0,152.7,195.2,293.95,164.45,97.75,5.5771428571428565,2.9899999999999998,False,50.0,50.0,-7.099999999999994
DEV_64,DEVELOPMENT,2023-04-27,2023-05-04,2023-05-25,5,D+5,2023-05-05,AFTER_NEAR_EXPIRY,,,,,,,,,,,,,,,,,,,,,
DEV_65,DEVELOPMENT,2023-05-04,2023-05-11,2023-06-01,-1,D-1,2023-05-03,EXECUTABLE,GATE_PASS,18113.80078125,18100.0,0.8823488115535051,13.80078125,0.07618931783927699,3150.000000000001,97.0,0.15,130.0,193.95,226.75,356.3,191.75,97.5,1.7442307692307693,1.9768041237113403,True,50.0,50.0,63.00000000000003
DEV_65,DEVELOPMENT,2023-05-04,2023-05-11,2023-06-01,0,D0,2023-05-04,EXECUTABLE,GATE_PASS,18081.0,18100.0,1.0872538029509484,19.0,0.10508268347989601,1767.5000000000018,100.05,0.15,113.35,193.95,228.25,356.3,185.3,97.5,2.0136744596382887,1.852073963018491,True,50.0,50.0,35.35000000000002
DEV_65,DEVELOPMENT,2023-05-04,2023-05-11,2023-06-01,1,D+1,2023-05-05,EXECUTABLE,GATE_PASS,18117.30078125,18100.0,0.6478757691180779,17.30078125,0.09549315021531776,585.0000000000014,48.0,0.15,135.0,193.95,310.95,356.3,170.65,97.5,2.3033333333333332,3.5552083333333333,True,50.0,50.0,11.700000000000045
DEV_65,DEVELOPMENT,2023-05-04,2023-05-11,2023-06-01,2,D+2,2023-05-08,EXECUTABLE,GATE_FAIL,18120.599609375,18100.0,1.2534305338744927,20.599609375,0.11368061664108756,-309.9999999999977,79.8,0.15,100.0,193.95,251.55,356.3,160.15,97.5,2.5155000000000003,2.006892230576441,False,50.0,50.0,-6.19999999999996
DEV_65,DEVELOPMENT,2023-05-04,2023-05-11,2023-06-01,3,D+3,2023-05-09,EXECUTABLE,GATE_FAIL,18303.400390625,18300.0,1.4318452075584254,3.400390625,0.0185779175040157,419.9999999999996,69.95,9.15,61.95,3.3,219.95,218.6,173.45,161.55,3.5504439063761093,2.479628305932809,False,50.0,50.0,8.399999999999984
DEV_65,DEVELOPMENT,2023-05-04,2023-05-11,2023-06-01,4,D+4,2023-05-10,EXECUTABLE,GATE_PASS,18313.599609375,18300.0,1.0761400820113491,13.599609375,0.07425961943624759,1674.9999999999989,50.0,9.15,56.0,3.3,207.85,218.6,172.45,161.55,3.711607142857143,3.449,True,50.0,50.0,33.49999999999998
DEV_65,DEVELOPMENT,2023-05-04,2023-05-11,2023-06-01,5,D+5,2023-05-11,EXECUTABLE,GATE_FAIL,18357.80078125,18350.0,1.4522429003397863,7.80078125,0.042493005251301334,1647.500000000001,46.0,56.8,37.0,0.3,202.55,192.3,173.4,177.7,5.474324324324325,3.7695652173913046,False,50.0,50.0,32.95000000000002
DEV_66,DEVELOPMENT,2023-05-11,2023-05-18,2023-06-08,-1,D-1,2023-05-10,EXECUTABLE,GATE_PASS,18313.599609375,18300.0,0.9051779646745323,13.599609375,0.07425961943624759,3277.500000000001,100.0,166.9,128.8,0.2,255.85,146.35,219.45,239.9,1.9864130434782608,2.1944999999999997,True,50.0,50.0,65.55000000000001
DEV_66,DEVELOPMENT,2023-05-11,2023-05-18,2023-06-08,0,D0,2023-05-11,EXECUTABLE,GATE_FAIL,18357.80078125,18350.0,1.7125278564884845,7.80078125,0.042493005251301334,-5995.0,94.8,216.6,110.0,0.15,423.95,122.9,213.35,263.85,3.854090909090909,2.2505274261603376,False,50.0,50.0,-119.9
DEV_66,DEVELOPMENT,2023-05-11,2023-05-18,2023-06-08,1,D+1,2023-05-12,EXECUTABLE,GATE_PASS,18273.75,18250.0,0.730019572570525,23.75,0.1299678500581435,4810.000000000001,84.85,116.45,132.05,0.25,235.8,164.35,207.55,203.3,1.7856872396819385,2.4460813199764293,True,50.0,50.0,96.20000000000002
DEV_66,DEVELOPMENT,2023-05-11,2023-05-18,2023-06-08,2,D+2,2023-05-15,EXECUTABLE,GATE_FAIL,18339.30078125,18350.0,1.782939189189189,10.69921875,0.058340385370301694,-122.50000000000136,105.55,216.6,72.0,0.15,249.75,122.9,205.35,263.85,3.46875,1.945523448602558,False,50.0,50.0,-2.4500000000000455
DEV_66,DEVELOPMENT,2023-05-11,2023-05-18,2023-06-08,3,D+3,2023-05-16,EXECUTABLE,GATE_PASS,18432.349609375,18400.0,1.1075321336760926,32.349609375,0.175504534476421,2102.5,72.0,267.5,80.0,0.15,239.35,103.9,194.5,292.35,2.991875,2.701388888888889,True,50.0,50.0,42.05000000000001
DEV_66,DEVELOPMENT,2023-05-11,2023-05-18,2023-06-08,4,D+4,2023-05-17,EXECUTABLE,GATE_PASS,18300.44921875,18300.0,1.1463090550188826,0.44921875,0.0024546870113972183,1979.9999999999995,61.0,166.9,62.7,0.2,233.0,146.35,197.75,239.9,3.716108452950558,3.2418032786885247,True,50.0,50.0,39.599999999999994
DEV_66,DEVELOPMENT,2023-05-11,2023-05-18,2023-06-08,5,D+5,2023-05-18,EXECUTABLE,GATE_FAIL,18287.5,18300.0,1.6898910069688455,12.5,0.0683526999316473,1769.999999999999,40.0,166.9,26.9,0.2,205.3,146.35,180.65,239.9,7.631970260223049,4.51625,False,50.0,50.0,35.39999999999998
DEV_67,DEVELOPMENT,2023-05-18,2023-05-25,2023-06-15,-1,D-1,2023-05-17,EXECUTABLE,GATE_PASS,18300.44921875,18300.0,1.036372057915323,0.44921875,0.0024546870113972183,1664.9999999999995,107.0,2.45,130.0,21.2,282.3,226.75,224.2,139.6,2.1715384615384616,2.095327102803738,True,50.0,50.0,33.29999999999998
DEV_67,DEVELOPMENT,2023-05-18,2023-05-25,2023-06-15,0,D0,2023-05-18,EXECUTABLE,GATE_FAIL,18287.5,18300.0,1.3290831841988964,12.5,0.0683526999316473,1027.4999999999995,101.25,2.45,89.8,21.2,240.0,226.75,203.6,139.6,2.6726057906458798,2.0108641975308643,False,50.0,50.0,20.549999999999997
DEV_67,DEVELOPMENT,2023-05-18,2023-05-25,2023-06-15,1,D+1,2023-05-19,EXECUTABLE,GATE_PASS,18186.150390625,18200.0,1.075629800155546,13.849609375,0.07615470606764312,2110.000000000001,80.0,0.3,85.55,119.4,240.0,294.1,208.65,107.0,2.805376972530684,2.6081250000000002,True,50.0,50.0,42.20000000000002
DEV_67,DEVELOPMENT,2023-05-18,2023-05-25,2023-06-15,2,D+2,2023-05-22,EXECUTABLE,GATE_PASS,18201.099609375,18200.0,1.121976070618979,1.099609375,0.006041444740149736,945.0000000000005,75.0,0.3,91.1,119.4,244.9,294.1,179.7,107.0,2.6882546652030737,2.396,True,50.0,50.0,18.89999999999999
DEV_67,DEVELOPMENT,2023-05-18,2023-05-25,2023-06-15,3,D+3,2023-05-23,EXECUTABLE,GATE_FAIL,18362.900390625,18350.0,1.3131206072731683,12.900390625,0.07025246747831933,177.49999999999937,52.0,30.35,55.3,0.8,232.3,199.35,166.35,162.7,4.200723327305607,3.1990384615384615,False,50.0,50.0,3.54999999999999
DEV_67,DEVELOPMENT,2023-05-18,2023-05-25,2023-06-15,4,D+4,2023-05-24,EXECUTABLE,GATE_PASS,18294.80078125,18300.0,0.7933043266401884,5.19921875,0.02841910558178137,2022.5,38.65,2.45,64.0,21.2,223.25,226.75,169.95,139.6,3.48828125,4.397153945666235,True,50.0,50.0,40.449999999999996
DEV_67,DEVELOPMENT,2023-05-18,2023-05-25,2023-06-15,5,D+5,2023-05-25,EXECUTABLE,GATE_PASS,18268.900390625,18250.0,0.897318076215107,18.900390625,0.1034566406344799,-217.5000000000009,30.0,0.55,55.35,69.3,248.25,261.5,149.95,124.15,4.485094850948509,4.998333333333333,True,50.0,50.0,-4.3500000000000085
DEV_68,DEVELOPMENT,2023-05-25,2023-06-01,2023-06-22,-1,D-1,2023-05-24,EXECUTABLE,GATE_PASS,18294.80078125,18300.0,0.9221466364323507,5.19921875,0.02841910558178137,1847.500000000001,95.0,0.15,139.65,196.9,256.2,343.5,189.0,87.25,1.8345864661654134,1.9894736842105263,True,50.0,50.0,36.95000000000002
DEV_68,DEVELOPMENT,2023-05-25,2023-06-01,2023-06-22,0,D0,2023-05-25,EXECUTABLE,GATE_PASS,18268.900390625,18250.0,0.8595773781524767,18.900390625,0.1034566406344799,2385.0,90.95,0.1,145.0,247.3,261.2,389.95,190.6,78.5,1.8013793103448275,2.0956569543705332,True,50.0,50.0,47.69999999999996
DEV_68,DEVELOPMENT,2023-05-25,2023-06-01,2023-06-22,1,D+1,2023-05-26,EXECUTABLE,GATE_PASS,18368.349609375,18350.0,1.0587404022799,18.349609375,0.09989797540457616,-97.50000000000091,80.0,0.15,115.0,146.55,280.95,306.45,184.6,100.65,2.4430434782608694,2.3075,True,50.0,50.0,-1.950000000000017
DEV_68,DEVELOPMENT,2023-05-25,2023-06-01,2023-06-22,2,D+2,2023-05-29,EXECUTABLE,GATE_PASS,18619.150390625,18600.0,1.0086826110229536,19.150390625,0.1028531926711462,1372.499999999999,70.1,100.05,87.0,0.3,227.15,155.7,181.45,199.2,2.6109195402298853,2.588445078459344,True,50.0,50.0,27.44999999999999
DEV_68,DEVELOPMENT,2023-05-25,2023-06-01,2023-06-22,3,D+3,2023-05-30,EXECUTABLE,GATE_FAIL,18606.650390625,18600.0,1.242831541218638,6.650390625,0.035742008826859094,687.5,73.0,100.05,74.0,0.3,210.9,155.7,167.4,199.2,2.85,2.293150684931507,False,50.0,50.0,13.75
DEV_68,DEVELOPMENT,2023-05-25,2023-06-01,2023-06-22,4,D+4,2023-05-31,EXECUTABLE,GATE_PASS,18594.19921875,18600.0,0.8645236007890175,5.80078125,0.031196725289199947,1920.0,43.85,100.05,62.0,0.3,197.9,155.7,161.9,199.2,3.1919354838709677,3.692132269099202,True,50.0,50.0,38.400000000000006
DEV_68,DEVELOPMENT,2023-05-25,2023-06-01,2023-06-22,5,D+5,2023-06-01,EXECUTABLE,GATE_FAIL,18579.400390625,18600.0,2.868273092369478,20.599609375,0.11087338095902373,567.4999999999989,68.8,100.05,24.0,0.3,178.55,155.7,178.45,199.2,7.439583333333334,2.59375,False,50.0,50.0,11.34999999999998
DEV_69,DEVELOPMENT,2023-06-01,2023-06-08,2023-06-28,-1,D-1,2023-05-31,NO_EXECUTABLE_COMMON_STRIKE,,18594.19921875,,,,,,,,,,,,,,,,,,,
DEV_69,DEVELOPMENT,2023-06-01,2023-06-08,2023-06-28,0,D0,2023-06-01,NO_EXECUTABLE_COMMON_STRIKE,,18579.400390625,,,,,,,,,,,,,,,,,,,
DEV_69,DEVELOPMENT,2023-06-01,2023-06-08,2023-06-28,1,D+1,2023-06-02,NO_EXECUTABLE_COMMON_STRIKE,,18550.849609375,,,,,,,,,,,,,,,,,,,
DEV_69,DEVELOPMENT,2023-06-01,2023-06-08,2023-06-28,2,D+2,2023-06-05,NO_EXECUTABLE_COMMON_STRIKE,,18612.0,,,,,,,,,,,,,,,,,,,
DEV_69,DEVELOPMENT,2023-06-01,2023-06-08,2023-06-28,3,D+3,2023-06-06,NO_EXECUTABLE_COMMON_STRIKE,,18600.80078125,,,,,,,,,,,,,,,,,,,
DEV_69,DEVELOPMENT,2023-06-01,2023-06-08,2023-06-28,4,D+4,2023-06-07,NO_EXECUTABLE_COMMON_STRIKE,,18665.599609375,,,,,,,,,,,,,,,,,,,
DEV_69,DEVELOPMENT,2023-06-01,2023-06-08,2023-06-28,5,D+5,2023-06-08,NO_EXECUTABLE_COMMON_STRIKE,,18725.349609375,,,,,,,,,,,,,,,,,,,
DEV_70,DEVELOPMENT,2023-06-08,2023-06-15,2023-07-06,-1,D-1,2023-06-07,EXECUTABLE,GATE_PASS,18665.599609375,18650.0,1.1088204390864347,15.599609375,0.08357411335002025,852.4999999999998,75.95,0.95,107.0,37.3,264.0,242.35,169.0,125.0,2.467289719626168,2.2251481237656354,True,50.0,50.0,17.049999999999997
DEV_70,DEVELOPMENT,2023-06-08,2023-06-15,2023-07-06,0,D0,2023-06-08,EXECUTABLE,GATE_FAIL,18725.349609375,18700.0,1.2103832124330915,25.349609375,0.13537589366186525,45.000000000000284,92.05,15.45,139.7,2.65,279.95,210.25,152.4,142.25,2.0039370078740157,1.6556219445953286,False,50.0,50.0,0.9000000000000057
DEV_70,DEVELOPMENT,2023-06-08,2023-06-15,2023-07-06,1,D+1,2023-06-09,EXECUTABLE,GATE_PASS,18655.900390625,18650.0,1.0621107316424825,5.900390625,0.031627477106197864,980.0000000000009,71.6,0.95,111.0,37.3,256.7,242.35,155.9,125.0,2.3126126126126123,2.177374301675978,True,50.0,50.0,19.600000000000023
DEV_70,DEVELOPMENT,2023-06-08,2023-06-15,2023-07-06,2,D+2,2023-06-12,EXECUTABLE,GATE_PASS,18595.05078125,18600.0,1.1213059728140549,4.94921875,0.026615785072178776,1414.9999999999998,68.95,0.2,88.25,86.95,239.1,276.75,166.6,108.5,2.7093484419263456,2.4162436548223347,True,50.0,50.0,28.299999999999997
DEV_70,DEVELOPMENT,2023-06-08,2023-06-15,2023-07-06,3,D+3,2023-06-13,EXECUTABLE,GATE_FAIL,18631.80078125,18650.0,1.5579800672044672,18.19921875,0.0976782596790895,-1195.0000000000005,60.45,0.95,73.2,37.3,250.35,242.35,132.7,125.0,3.4200819672131146,2.1952026468155497,False,50.0,50.0,-23.900000000000006
DEV_70,DEVELOPMENT,2023-06-08,2023-06-15,2023-07-06,4,D+4,2023-06-14,EXECUTABLE,GATE_FAIL,18744.599609375,18750.0,1.2556409763597924,5.400390625,0.028810381323370743,1595.0,47.25,63.4,51.6,0.35,207.4,183.35,151.25,162.7,4.01937984496124,3.201058201058201,False,50.0,50.0,31.900000000000006
DEV_70,DEVELOPMENT,2023-06-08,2023-06-15,2023-07-06,5,D+5,2023-06-15,EXECUTABLE,GATE_PASS,18774.44921875,18750.0,0.554379948110949,24.44921875,0.13022602402409025,2395.0,20.3,63.4,54.25,0.35,214.6,183.35,144.85,162.7,3.9557603686635945,7.135467980295566,True,50.0,50.0,47.900000000000006
DEV_71,DEVELOPMENT,2023-06-15,2023-06-22,2023-07-13,-1,D-1,2023-06-14,EXECUTABLE,GATE_FAIL,18744.599609375,18800.0,1.5206319115323854,55.400390625,0.2955538756735664,2062.5,124.8,27.25,94.95,2.3,225.6,229.15,195.0,152.4,2.375987361769352,1.5625,False,50.0,50.0,41.250000000000014
DEV_71,DEVELOPMENT,2023-06-15,2023-06-22,2023-07-13,0,D0,2023-06-15,EXECUTABLE,GATE_FAIL,18774.44921875,18800.0,1.3364771672109255,25.55078125,0.13609337324517884,2687.5,106.75,27.25,94.9,2.3,228.0,229.15,191.9,152.4,2.4025289778714436,1.7976580796252928,False,50.0,50.0,53.750000000000014
DEV_71,DEVELOPMENT,2023-06-15,2023-06-22,2023-07-13,1,D+1,2023-06-16,EXECUTABLE,GATE_FAIL,18723.30078125,18700.0,1.2553658303920634,23.30078125,0.12444804216003413,199.99999999999955,70.0,0.3,110.0,74.4,282.0,293.8,142.95,116.65,2.5636363636363635,2.042142857142857,False,50.0,50.0,3.999999999999986
DEV_71,DEVELOPMENT,2023-06-15,2023-06-22,2023-07-13,2,D+2,2023-06-19,EXECUTABLE,GATE_PASS,18873.30078125,18900.0,0.9925543712758484,26.69921875,0.1414655499822521,3567.5,62.2,125.7,81.05,0.2,223.75,171.4,173.0,193.65,2.7606415792720544,2.7813504823151125,True,50.0,50.0,71.35
DEV_71,DEVELOPMENT,2023-06-15,2023-06-22,2023-07-13,3,D+3,2023-06-20,EXECUTABLE,GATE_PASS,18752.349609375,18750.0,0.6766009595327492,2.349609375,0.012529679874490727,4952.5,50.55,1.5,94.0,24.7,231.0,259.65,183.6,133.45,2.4574468085106385,3.6320474777448073,True,50.0,50.0,99.04999999999998
DEV_71,DEVELOPMENT,2023-06-15,2023-06-22,2023-07-13,4,D+4,2023-06-21,EXECUTABLE,GATE_FAIL,18849.400390625,18850.0,1.5231007514771402,0.599609375,0.003181052779260945,1332.499999999999,49.95,75.85,46.5,0.35,239.2,199.75,168.7,174.65,5.144086021505376,3.377377377377377,False,50.0,50.0,26.649999999999977
DEV_71,DEVELOPMENT,2023-06-15,2023-06-22,2023-07-13,5,D+5,2023-06-22,EXECUTABLE,GATE_FAIL,18853.599609375,18850.0,1.28272921108742,3.599609375,0.019092425051872246,1204.9999999999998,36.0,75.85,43.75,0.35,235.0,199.75,150.75,174.65,5.371428571428571,4.1875,False,50.0,50.0,24.099999999999994
DEV_72,DEVELOPMENT,2023-06-22,2023-06-28,2023-07-20,-1,D-1,2023-06-21,NO_EXECUTABLE_COMMON_STRIKE,,18849.400390625,,,,,,,,,,,,,,,,,,,
DEV_72,DEVELOPMENT,2023-06-22,2023-06-28,2023-07-20,0,D0,2023-06-22,NO_EXECUTABLE_COMMON_STRIKE,,18853.599609375,,,,,,,,,,,,,,,,,,,
DEV_72,DEVELOPMENT,2023-06-22,2023-06-28,2023-07-20,1,D+1,2023-06-23,NO_EXECUTABLE_COMMON_STRIKE,,18741.849609375,,,,,,,,,,,,,,,,,,,
DEV_72,DEVELOPMENT,2023-06-22,2023-06-28,2023-07-20,2,D+2,2023-06-26,NO_EXECUTABLE_COMMON_STRIKE,,18682.349609375,,,,,,,,,,,,,,,,,,,
DEV_72,DEVELOPMENT,2023-06-22,2023-06-28,2023-07-20,3,D+3,2023-06-27,NO_EXECUTABLE_COMMON_STRIKE,,18748.55078125,,,,,,,,,,,,,,,,,,,
