entry_date,near_expiry,far_expiry,secondary_spot_open,primary_spot_open,spot_abs_diff,primary_reason,primary_strike,secondary_strike,secondary_status,comparison_status,strike_mode,secondary_missing_entry,secondary_missing_exit,secondary_max_abs_price_diff,secondary_pnl_inr
2023-03-31,2023-04-06,2023-04-27,17210.349609375,17214.9,4.550390625001455,VALID,17200.0,17200.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SAME_AS_PRIMARY_STRIKE,,,5.400000000000034,-990.0000000000018
2023-04-10,2023-04-13,2023-05-04,17634.900390625,17635.35,0.4496093749985448,MISSING_ENTRY_LEG,17600.0,17650.0,SECONDARY_COMPLETE,RECOVERED_BY_SECONDARY_RESELECTED,SECONDARY_RESELECTED_STRIKE,,,65.75,-3520.000000000001
2023-04-17,2023-04-20,2023-05-11,17863.0,17736.2,126.79999999999927,MISSING_ENTRY_LEG,17700.0,17850.0,SECONDARY_COMPLETE,RECOVERED_BY_SECONDARY_RESELECTED,SECONDARY_RESELECTED_STRIKE,,,151.9,29217.5
2023-04-21,2023-04-27,2023-05-18,17639.75,17651.4,11.650000000001455,NO_COMMON_STRIKE,,17650.0,SECONDARY_COMPLETE,RECOVERED_BY_SECONDARY_RESELECTED,SECONDARY_RESELECTED_STRIKE,,,,11200.0
2023-04-28,2023-05-04,2023-05-25,17950.400390625,17955.75,5.349609375,VALID,17950.0,17950.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SAME_AS_PRIMARY_STRIKE,,,7.449999999999989,-1582.4999999999982
2023-05-05,2023-05-11,2023-06-01,18117.30078125,18117.3,0.0007812500007275958,VALID,18100.0,18100.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SAME_AS_PRIMARY_STRIKE,,,3.0500000000000114,585.0000000000014
2023-05-12,2023-05-18,2023-06-08,18273.75,18273.8,0.049999999999272404,MISSING_ENTRY_LEG+MISSING_EXIT_LEG,19000.0,18250.0,SECONDARY_COMPLETE,RECOVERED_BY_SECONDARY_RESELECTED,SECONDARY_RESELECTED_STRIKE,,,753.25,4810.000000000001
2023-05-19,2023-05-25,2023-06-15,18186.150390625,18186.2,0.049609375000727596,NO_COMMON_STRIKE,,18200.0,SECONDARY_COMPLETE,RECOVERED_BY_SECONDARY_RESELECTED,SECONDARY_RESELECTED_STRIKE,,,,2110.000000000001
2023-05-26,2023-06-01,2023-06-22,18368.349609375,18368.3,0.049609375000727596,VALID,18400.0,18350.0,SECONDARY_COMPLETE,PRIMARY_VALID_SECONDARY_COMPLETE,SECONDARY_RESELECTED_STRIKE,,,69.89999999999998,-97.50000000000091
2023-06-02,2023-06-08,2023-06-28,18550.849609375,18550.8,0.049609375000727596,VALID,18550.0,,SECONDARY_CONFIRMS_NO_COMMON_STRIKE,PRIMARY_VALID_SECONDARY_NONEXECUTABLE,NO_COMMON_STRIKE,,,,
