entry_date,near_expiry,far_expiry,strike,lot_near,lot_far,entry_near_pe,exit_near_pe,entry_near_ce,exit_near_ce,entry_far_ce,exit_far_ce,entry_far_pe,exit_far_pe,pnl_inr,comparison_status_x,near_pe_pnl,near_ce_pnl,far_ce_pnl,far_pe_pnl,entry_net_inr,entry_gross_inr,entry_debit_ratio,call_ratio,put_ratio,calendar_balance_ratio,call_calendar_points,put_calendar_points,calendar_asymmetry,loss_reason,far_legs_direction,primary_spot_open,primary_strike,secondary_strike,comparison_status_y,entry_abs_moneyness,year,candidate_gate,conservative_net20_2pt
2023-08-18,2023-08-24,2023-09-14,19300.0,50,50,95.0,0.15,140.0,93.6,276.1,282.5,186.25,112.15,1602.4999999999986,PRIMARY_VALID_SECONDARY_COMPLETE,-4742.5,2320.0000000000005,319.99999999999886,3704.9999999999995,2242.5,34867.5,0.06431490643149064,1.9721428571428572,1.9605263157894737,1.0059252157238734,136.10000000000002,91.25,0.19727292720388276,NON_LOSS,FAR_NET_FAVORABLE,19301.75,19300.0,19300.0,PRIMARY_VALID_SECONDARY_COMPLETE,9.066535417773e-05,2023,True,558.7570157499986
2023-08-25,2023-08-31,2023-09-21,19300.0,50,50,81.05,44.35,120.0,1.05,265.0,245.5,185.0,145.2,5127.5,RECOVERED_BY_SECONDARY_EXACT,-1834.9999999999998,5947.5,-975.0,1990.0000000000005,2052.5,32552.5,0.06305199293449044,2.2083333333333335,2.282541640962369,0.9674887387387388,145.0,103.95,0.1648925487038968,NON_LOSS,FAR_NET_FAVORABLE,19297.4,19300.0,19300.0,RECOVERED_BY_SECONDARY_EXACT,0.00013473317649002168,2023,True,4087.23742065
2023-09-01,2023-09-07,2023-09-28,19250.0,50,50,70.0,0.1,174.9,477.9,320.0,556.6,157.95,41.9,-1012.4999999999992,PRIMARY_VALID_SECONDARY_COMPLETE,-3495.0000000000005,-15150.0,11830.000000000002,5802.499999999999,2857.500000000001,36142.5,0.07906204606764891,1.8296169239565465,2.2564285714285712,0.8108463733900492,145.1,87.94999999999999,0.24522634627657064,BOTH_NEAR_ADVERSE,FAR_NET_FAVORABLE,19258.15,19250.0,19250.0,PRIMARY_VALID_SECONDARY_COMPLETE,0.00042319745146867456,2023,True,-2083.650124149999
2023-09-15,2023-09-21,2023-10-12,20150.0,50,50,85.0,408.55,105.0,0.05,300.85,72.6,163.75,364.0,-1.8189894035458565e-12,RECOVERED_BY_SECONDARY_EXACT,16177.5,5247.5,-11412.500000000002,-10012.5,5855.0,32730.0,0.17888787045523985,2.8652380952380954,1.9264705882352942,1.4872991639403854,195.85000000000002,78.75,0.42643845593435387,BOTH_NEAR_FAVORABLE_BUT_FAR_OFFSETTING,FAR_NET_ADVERSE,20156.45,20150.0,20150.0,RECOVERED_BY_SECONDARY_EXACT,0.0003199968248377431,2023,False,-1057.691813200002
2023-09-22,2023-09-28,2023-10-19,19750.0,50,50,103.0,227.45,121.0,0.2,294.0,160.75,170.6,293.05,-522.5000000000009,RECOVERED_BY_SECONDARY_EXACT,6222.499999999999,6040.0,-6662.5,-6122.500000000001,5270.0,34430.0,0.15306418820795817,2.4297520661157024,1.6563106796116505,1.466966370515342,173.0,67.6,0.43807148794497897,BOTH_NEAR_FAVORABLE_BUT_FAR_OFFSETTING,FAR_NET_ADVERSE,19744.85,19750.0,19750.0,RECOVERED_BY_SECONDARY_EXACT,0.00026082750691959955,2023,False,-1574.076432950001
2023-09-29,2023-10-05,2023-10-26,19600.0,50,50,130.0,54.05,119.0,0.15,282.6,169.7,224.55,206.05,-2575.000000000002,PRIMARY_VALID_SECONDARY_COMPLETE,-3797.5,5942.5,-5645.000000000002,925.0,3452.5,37807.5,0.09131786021292072,2.3747899159663866,1.7273076923076924,1.3748505414189722,163.60000000000002,94.55000000000001,0.26748014720020347,NEAR_PUT_ADVERSE,FAR_NET_ADVERSE,19581.2,19600.0,19600.0,PRIMARY_VALID_SECONDARY_COMPLETE,0.0009601045901170139,2023,False,-3617.5162549000015
2023-10-06,2023-10-12,2023-11-02,19600.0,50,50,110.0,0.1,87.65,196.2,257.45,384.75,180.0,90.85,-99.99999999999908,RECOVERED_BY_SECONDARY_EXACT,-5495.0,-5427.499999999999,6365.000000000001,4457.5,4990.0,31755.0,0.15714060777830263,2.937250427837992,1.6363636363636365,1.7949863725676616,169.79999999999998,70.0,0.4161801501233687,BOTH_NEAR_ADVERSE,FAR_NET_FAVORABLE,19621.2,19600.0,19600.0,RECOVERED_BY_SECONDARY_EXACT,0.0010804639879314583,2023,False,-1148.8059879999992
2023-10-20,2023-10-26,2023-11-16,19550.0,50,50,91.55,695.25,125.0,0.1,274.3,33.9,177.45,637.0,1432.5,RECOVERED_BY_SECONDARY_EXACT,30185.000000000004,6245.0,-12020.0,-22977.5,3170.0,33415.0,0.0948675744426156,2.1944,1.9382850901146913,1.1321347985347985,149.3,85.89999999999999,0.2695578231281057,NON_LOSS,FAR_NET_ADVERSE,19542.15,19550.0,19550.0,RECOVERED_BY_SECONDARY_EXACT,0.00040169582159580927,2023,True,349.81881154999996
2023-10-27,2023-11-02,2023-11-23,18950.0,50,50,148.0,0.1,116.0,184.05,299.35,372.7,213.45,90.25,-970.0000000000028,RECOVERED_BY_SECONDARY_EXACT,-7395.0,-3402.5000000000005,3667.499999999998,6159.999999999999,5895.0,38840.0,0.15177651905252318,2.580603448275862,1.4422297297297297,1.7893151105403027,183.35000000000002,65.44999999999999,0.47387459806883503,BOTH_NEAR_ADVERSE,FAR_NET_FAVORABLE,18928.75,18950.0,18950.0,RECOVERED_BY_SECONDARY_EXACT,0.00112263091857624,2023,False,-2023.9168476000027
2023-11-03,2023-11-09,2023-11-30,19250.0,50,50,77.8,0.1,110.1,145.95,261.4,323.35,163.0,85.4,1300.0000000000018,PRIMARY_VALID_SECONDARY_COMPLETE,-3885.0,-1792.4999999999998,3097.5000000000023,3879.9999999999995,3305.0,30615.0,0.10795361750775763,2.3742052679382377,2.095115681233933,1.1332096309545698,151.29999999999998,85.2,0.27949260042165114,NON_LOSS,FAR_NET_FAVORABLE,19241.0,19250.0,19250.0,PRIMARY_VALID_SECONDARY_COMPLETE,0.0004677511563848033,2023,True,257.2036786000017
