entry_date,near_expiry,far_expiry,expiry_regime,spot_open,status,status_detail,gate_pass,strike,entry_near_pe,entry_near_ce,entry_far_ce,entry_far_pe,exit_near_pe,exit_near_ce,exit_far_ce,exit_far_pe,lot_near,lot_far,call_ratio,put_ratio,calendar_balance_ratio,pnl_points,pnl_inr,fixed_status,event_status,event_signal_timestamp,event_strike,event_cbr,event_spot_close,event_atm_distance_points,event_atm_distance_pct,event_fill_timestamp,event_entry_near_ce,event_entry_near_pe,event_entry_far_ce,event_entry_far_pe,event_exit_near_ce,event_exit_near_pe,event_exit_far_ce,event_exit_far_pe,event_pnl_points,event_pnl_inr,event_delay_minutes,fixed_signal_timestamp,fixed_strike,fixed_cbr,fixed_spot_close,fixed_atm_distance_points,fixed_atm_distance_pct,fixed_fill_timestamp,fixed_entry_near_ce,fixed_entry_near_pe,fixed_entry_far_ce,fixed_entry_far_pe,fixed_exit_near_ce,fixed_exit_near_pe,fixed_exit_far_ce,fixed_exit_far_pe,fixed_pnl_points,fixed_pnl_inr,fixed_delay_minutes
2025-03-21,2025-03-27,2025-04-17,THURSDAY,23168.25,ANALYZED,GATE_FAIL,False,23200.0,144.9,129.9,374.0,215.0,0.2,393.85,646.95,111.0,75.0,75.0,2.879137798306389,1.4837819185645271,1.940404962672539,-31.69999999999999,-2377.500000000004,NO_TRIGGER,NO_TRIGGER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-28,2025-04-03,2025-04-24,THURSDAY,23600.400390625,ANALYZED,GATE_PASS,True,23600.0,118.0,209.6,410.3,248.95,349.2,0.1,148.0,425.0,75.0,75.0,1.9575381679389317,2.109745762711864,0.927855006293609,2.349999999999909,176.25,EXECUTABLE,EXECUTABLE,2025-03-28 09:15:00,23600.0,1.1302874838380133,23590.95,9.049999999999272,0.0383621685434426,2025-03-28 09:16:00,1153.34,4.9,1290.0,46.45,0.05,349.0,145.69,425.25,-25.720000000000084,-1929.0,1.0,2025-03-28 09:15:00,23600.0,1.1302874838380133,23590.95,9.049999999999272,0.0383621685434426,2025-03-28 09:16:00,1153.34,4.9,1290.0,46.45,0.05,349.0,145.69,425.25,-25.720000000000084,-1929.0,1.0
2025-04-04,2025-04-09,2025-04-30,THURSDAY,23190.400390625,ANALYZED,GATE_FAIL,False,23200.0,160.0,149.95,390.0,260.0,801.45,0.1,166.65,843.6,75.0,75.0,2.600866955651884,1.625,1.6005335111703902,-15.649999999999975,-1173.75,NO_TRIGGER,NO_TRIGGER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-11,2025-04-17,2025-05-08,THURSDAY,22695.400390625,ANALYZED,GATE_FAIL,False,22700.0,274.2,294.8,610.0,379.35,0.1,1150.55,1222.55,55.65,75.0,75.0,2.0691994572591588,1.3834792122538295,1.4956491134320844,-193.59999999999997,-14519.999999999996,NO_TRIGGER,EXECUTABLE,2025-04-11 09:24:00,22800.0,1.0821120256976513,22812.1,12.099999999998545,0.05304202594236631,2025-04-11 09:25:00,162.4,307.89,447.6,484.1,1051.0,0.05,1130.84,69.34,-98.44000000000017,-7383.000000000007,10.0,,,,,,,,,,,,,,,,,,
2025-04-21,2025-04-24,2025-05-15,THURSDAY,23949.150390625,ANALYZED,GATE_FAIL,False,23950.0,209.05,150.4,510.05,332.1,0.25,296.05,646.05,221.3,75.0,75.0,3.3912898936170213,1.5886151638364028,2.134746017044981,-107.65000000000008,-8073.750000000004,NO_TRIGGER,EXECUTABLE,2025-04-21 09:40:00,24000.0,1.1667140529359725,24021.75,21.75,0.09054294545568078,2025-04-21 09:41:00,164.8,161.35,390.7,317.0,245.95,0.1,555.0,240.0,-1.099999999999966,-82.5,26.0,,,,,,,,,,,,,,,,,,
2025-04-25,2025-04-30,2025-05-22,THURSDAY,24289.0,ANALYZED,GATE_FAIL,False,24300.0,190.0,196.0,482.8,362.2,0.4,60.9,460.75,353.5,75.0,75.0,2.463265306122449,1.906315789473684,1.2921601550614723,-67.85000000000002,-5088.750000000002,NO_TRIGGER,EXECUTABLE,2025-04-25 09:20:00,24300.0,1.1129413371337729,24313.15,13.150000000001455,0.05408595759908302,2025-04-25 09:21:00,150.15,206.85,414.8,397.0,34.15,0.15,426.25,378.0,-60.25,-4518.750000000001,6.0,,,,,,,,,,,,,,,,,,
2025-05-02,2025-05-08,2025-05-29,THURSDAY,24311.900390625,ANALYZED,GATE_FAIL,False,24300.0,234.0,284.65,601.0,380.05,10.65,7.25,403.8,428.35,75.0,75.0,2.111364834006675,1.6241452991452991,1.2999851892055303,-191.45,-14358.75,NO_TRIGGER,EXECUTABLE,2025-05-02 09:17:00,24450.0,1.1566945590193922,24440.4,9.599999999998545,0.03927922619923792,2025-05-02 09:18:00,1475.35,16.64,1628.0,99.35,0.1,175.95,288.0,527.04,-133.13,-9984.749999999996,3.0,,,,,,,,,,,,,,,,,,
2025-05-09,2025-05-15,2025-06-05,THURSDAY,23935.75,ANALYZED,GATE_FAIL,False,23900.0,330.0,322.5,675.55,358.35,0.15,1165.2,1278.0,75.1,75.0,75.0,2.094728682170542,1.085909090909091,1.9290092510570087,-286.85000000000014,-21513.75,NO_TRIGGER,EXECUTABLE,2025-05-09 09:30:00,24100.0,1.1697759335659106,24082.45,17.549999999999272,0.07287464522919916,2025-05-09 09:33:00,294.2,242.45,568.75,451.4,908.95,1.35,1034.0,110.0,-49.200000000000045,-3690.0,18.0,,,,,,,,,,,,,,,,,,
2025-05-16,2025-05-22,2025-06-12,THURSDAY,25064.650390625,ANALYZED,GATE_PASS,True,25000.0,176.0,230.0,482.0,341.85,395.2,0.25,228.7,520.05,75.0,75.0,2.095652173913044,1.9423295454545453,1.0789374948331012,17.450000000000045,1308.7500000000057,EXECUTABLE,EXECUTABLE,2025-05-16 09:15:00,25000.0,1.175754980661353,24999.05,0.9500000000007276,0.003800144405490319,2025-05-16 09:17:00,1084.09,18.0,1246.84,110.15,0.05,391.0,238.0,505.0,53.35000000000002,4001.25,2.0,2025-05-16 09:15:00,25000.0,1.175754980661353,24999.05,0.9500000000007276,0.003800144405490319,2025-05-16 09:17:00,1084.09,18.0,1246.84,110.15,0.05,391.0,238.0,505.0,53.35000000000002,4001.25,2.0
2025-05-23,2025-05-29,2025-06-19,THURSDAY,24639.5,ANALYZED,GATE_PASS,True,24600.0,178.25,241.85,488.8,315.5,0.35,207.65,537.9,228.85,75.0,75.0,2.021087450899318,1.769985974754558,1.141866364890027,-7.950000000000074,-596.2500000000027,NO_TRIGGER,EXECUTABLE,2025-05-23 09:58:00,24800.0,1.1619952086449927,24785.4,14.599999999998545,0.05890564606582321,2025-05-23 09:59:00,211.6,190.5,461.3,365.5,33.54,0.05,435.0,291.0,35.81,2685.749999999999,44.0,,,,,,,,,,,,,,,,,,
2025-05-30,2025-06-05,2025-06-26,THURSDAY,24812.599609375,ANALYZED,GATE_PASS,True,24800.0,182.0,243.55,482.9,345.0,58.05,0.55,374.5,313.5,75.0,75.0,1.982755081092178,1.8956043956043955,1.0459751442283374,42.150000000000034,3161.250000000002,EXECUTABLE,EXECUTABLE,2025-05-30 09:15:00,24800.0,1.1137307684431768,24816.35,16.349999999998545,0.06588398374458188,2025-05-30 09:16:00,850.0,14.8,1040.95,122.5,0.05,48.95,380.05,309.0,36.69999999999993,2752.4999999999927,1.0,2025-05-30 09:15:00,24800.0,1.1137307684431768,24816.35,16.349999999998545,0.06588398374458188,2025-05-30 09:16:00,850.0,14.8,1040.95,122.5,0.05,48.95,380.05,309.0,36.69999999999993,2752.4999999999927,1.0
2025-06-06,2025-06-12,2025-07-03,THURSDAY,24748.69921875,ANALYZED,GATE_FAIL,False,24750.0,143.0,140.0,450.0,353.65,0.2,146.2,448.15,226.05,75.0,75.0,3.2142857142857144,2.4730769230769227,1.2997111752943793,-23.250000000000057,-1743.7500000000036,NO_TRIGGER,EXECUTABLE,2025-06-06 09:33:00,24700.0,1.148252858071385,24718.35,18.349999999998545,0.07423634668171034,2025-06-06 09:34:00,138.65,208.6,403.3,379.85,187.5,0.05,463.55,231.5,-48.799999999999955,-3659.9999999999945,19.0,,,,,,,,,,,,,,,,,,
2025-06-13,2025-06-19,2025-07-10,THURSDAY,24473.0,ANALYZED,GATE_FAIL,False,24500.0,150.0,200.0,495.9,308.25,0.2,301.9,546.55,202.05,75.0,75.0,2.4795,2.055,1.2065693430656932,-94.85000000000002,-7113.750000000003,NO_TRIGGER,NO_TRIGGER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-20,2025-06-26,2025-07-17,THURSDAY,24787.650390625,ANALYZED,GATE_FAIL,False,24800.0,188.0,178.0,418.0,304.05,0.25,750.4,861.1,80.45,75.0,75.0,2.348314606741573,1.6172872340425533,1.4520083738444851,-93.44999999999996,-7008.75,NO_TRIGGER,EXECUTABLE,2025-06-20 09:27:00,24850.0,1.1386131597753477,24825.85,24.150000000001455,0.0972776360124687,2025-06-20 09:28:00,194.6,142.35,427.85,302.3,634.0,0.95,787.55,112.2,-31.0,-2325.000000000002,13.0,,,,,,,,,,,,,,,,,,
2025-06-27,2025-07-03,2025-07-24,THURSDAY,25576.650390625,ANALYZED,GATE_FAIL,False,25600.0,193.0,144.0,354.15,317.55,192.05,0.25,228.05,337.3,75.0,75.0,2.459375,1.6453367875647669,1.494754763029444,-3.0499999999999545,-228.74999999999815,EXECUTABLE,EXECUTABLE,2025-06-27 09:15:00,25600.0,0.9734880290479971,25616.2,16.200000000000728,0.06324123015904283,2025-06-27 09:16:00,685.55,20.8,835.65,113.8,0.1,194.25,224.9,343.0,18.949999999999875,1421.2499999999927,1.0,2025-06-27 09:15:00,25600.0,0.9734880290479971,25616.2,16.200000000000728,0.06324123015904283,2025-06-27 09:16:00,685.55,20.8,835.65,113.8,0.1,194.25,224.9,343.0,18.949999999999875,1421.2499999999927,1.0
2025-07-04,2025-07-10,2025-07-31,THURSDAY,25428.849609375,ANALYZED,GATE_PASS,True,25450.0,160.65,160.0,355.65,299.15,89.4,0.4,249.2,271.5,75.0,75.0,2.2228125,1.862122626828509,1.1936982387598196,9.549999999999956,716.2499999999991,NO_TRIGGER,EXECUTABLE,2025-07-04 09:18:00,25400.0,1.074202473567691,25420.55,20.549999999999272,0.08084010770813091,2025-07-04 09:19:00,1425.0,2.05,1513.0,27.85,0.05,44.6,270.55,250.75,2.149999999999949,161.25,4.0,,,,,,,,,,,,,,,,,,
2025-07-11,2025-07-17,2025-08-07,THURSDAY,25255.5,ANALYZED,GATE_PASS,True,25250.0,103.0,174.15,380.15,260.3,137.9,0.25,222.95,268.6,75.0,75.0,2.1828883146712603,2.5271844660194174,0.8637629520212825,43.30000000000001,3247.499999999999,NO_TRIGGER,EXECUTABLE,2025-07-11 09:24:00,25300.0,1.1957650981845132,25300.1,0.09999999999854481,0.0003952553547161664,2025-07-11 09:25:00,135.25,120.1,351.5,260.0,0.05,188.05,194.25,300.0,5.900000000000006,442.5,10.0,,,,,,,,,,,,,,,,,,
2025-07-18,2025-07-24,2025-08-14,THURSDAY,25108.55078125,ANALYZED,GATE_PASS,True,25100.0,109.0,162.2,342.05,244.45,35.35,0.6,258.75,206.25,75.0,75.0,2.10881627620222,2.242660550458716,0.9403189777297688,42.849999999999966,3213.749999999998,NO_TRIGGER,EXECUTABLE,2025-07-18 09:18:00,25100.0,1.1560435410675063,25096.05,3.9500000000007276,0.01573952873061987,2025-07-18 09:19:00,198.15,78.0,400.05,210.0,0.05,38.05,254.0,210.95,11.149999999999977,836.2500000000009,4.0,,,,,,,,,,,,,,,,,,
2025-07-25,2025-07-31,2025-08-21,THURSDAY,25010.349609375,ANALYZED,GATE_PASS,True,25000.0,97.0,148.2,298.2,236.4,212.15,0.25,181.35,327.85,75.0,75.0,2.0121457489878543,2.437113402061856,0.8256266398131211,54.80000000000007,4109.999999999999,NO_TRIGGER,EXECUTABLE,2025-07-25 10:44:00,24850.0,1.135211521009749,24873.5,23.5,0.09447805897843087,2025-07-25 10:46:00,33.2,350.0,180.0,406.55,0.1,81.4,246.0,252.25,-15.200000000000017,-1140.0,91.0,,,,,,,,,,,,,,,,,,
2025-08-01,2025-08-07,2025-08-28,THURSDAY,24734.900390625,ANALYZED,GATE_PASS,True,24750.0,150.0,162.65,340.0,272.05,167.95,0.2,205.95,280.9,75.0,75.0,2.090378112511528,1.8136666666666668,1.152570177822934,37.50000000000006,2812.5000000000027,EXECUTABLE,EXECUTABLE,2025-08-01 09:15:00,24700.0,1.1739728860261816,24723.55,23.549999999999272,0.09525331111429901,2025-08-01 09:16:00,729.75,12.3,855.0,70.8,0.05,103.9,242.45,231.0,48.550000000000125,3641.25,1.0,2025-08-01 09:15:00,24700.0,1.1739728860261816,24723.55,23.549999999999272,0.09525331111429901,2025-08-01 09:16:00,729.75,12.3,855.0,70.8,0.05,103.9,242.45,231.0,48.550000000000125,3641.25,1.0
